account_id,account_number_hash,account_type,account_holder_person_id,account_holder_organization_id,financial_institution,branch_code,account_opening_date,account_closing_date,status,source_id,confidence_score,created_at,updated_at
A00506,ACCT3927812263,Savings,P03618,,Bank of Baroda,BR4876,2025-06-04,,Active,SRC017,0.81,2025-02-20 16:25:08,2026-01-08 00:14:51
A00507,ACCT5502570910,Business,P00413,,Punjab National Bank,BR1979,2017-11-09,2024-10-26,Dormant,SRC026,0.97,2026-02-09 03:08:37,2026-02-28 01:08:37
A00508,ACCT6074553311,Business,P01278,,Axis Bank,BR5481,2021-05-18,,Dormant,SRC003,0.97,2024-10-31 13:26:46,2024-11-21 10:26:46
A00509,ACCT4685592445,Business,P00531,,Bank of Baroda,BR6437,2024-05-21,,Active,SRC025,0.88,2024-11-05 22:42:01,2024-11-21 09:42:01
A00510,ACCT1722727491,Savings,P00254,,Bank of Baroda,BR3018,2020-07-18,,Closed,SRC024,0.9,2025-02-13 08:24:30,2025-03-07 00:24:30
A00511,ACCT8817636486,Business,P00858,,HDFC Bank,BR1776,2019-10-30,2025-10-18,Active,SRC025,0.91,2024-08-14 01:34:19,2025-05-07 00:31:09
A00512,ACCT3190146585,Business,P03450,,ICICI Bank,BR3737,2024-08-23,,Closed,SRC013,0.84,2024-08-23 03:02:50,2024-11-22 09:38:28
A00513,ACCT2252271073,Current,P01387,,Bank of Baroda,BR3127,2025-05-08,,Dormant,SRC009,0.87,2024-02-15 23:17:16,2025-09-06 17:01:26
A00514,ACCT5635283141,Current,P01306,,Bank of Baroda,BR3346,2019-08-11,,Under Review,SRC011,0.98,2026-05-02 09:04:37,2026-05-05 09:04:37
A00515,ACCT5049756190,Savings,P02840,,Punjab National Bank,BR5437,2022-02-16,,Active,SRC006,0.86,2025-08-04 21:54:35,2025-08-12 06:54:35
A00516,ACCT4372384981,Current,P00486,,Punjab National Bank,BR1326,2025-08-04,,Under Review,SRC028,0.85,2025-11-18 02:13:24,2025-12-04 18:13:24
A00517,ACCT7152797391,Savings,P02958,,Bank of Baroda,BR6306,2024-05-12,2026-08-31,Closed,SRC022,0.97,2024-02-10 10:14:13,2026-04-05 16:43:17
A00518,ACCT5650897452,Business,P02299,,ICICI Bank,BR3089,2022-06-29,,Active,SRC018,0.84,2024-05-12 22:25:26,2025-02-27 16:36:13
A00519,ACCT6496595020,Current,P00796,,HDFC Bank,BR2544,2021-10-07,,Closed,SRC009,0.88,2025-05-24 08:08:38,2026-01-07 15:51:20
A00520,ACCT5041714672,Current,P02813,,HDFC Bank,BR4612,2019-09-20,,Active,SRC022,0.83,2025-04-22 06:21:41,2025-04-26 19:21:41
A00521,ACCT7519965635,Savings,P03290,,ICICI Bank,BR4267,2020-09-05,,Dormant,SRC025,0.86,2024-02-05 03:02:51,2026-03-23 18:08:53
A00522,ACCT5804743332,Savings,P03237,,ICICI Bank,BR9267,2025-02-06,,Dormant,SRC027,0.88,2025-10-15 07:29:15,2026-05-18 09:16:27
A00523,ACCT3580422022,Current,P02159,,Axis Bank,BR6212,2025-07-10,,Under Review,SRC010,0.83,2026-07-02 13:57:32,2026-07-15 18:57:32
A00524,ACCT7062915568,Current,P00569,,Axis Bank,BR8290,2018-07-22,,Under Review,SRC030,0.84,2024-02-26 04:14:39,2025-09-15 00:07:34
A00525,ACCT1224051369,Savings,P01067,,Axis Bank,BR9277,2022-08-23,,Active,SRC002,0.93,2025-03-14 14:01:40,2026-07-27 15:43:01
A00526,ACCT7943736742,Current,,O0238,Axis Bank,BR4421,2022-12-05,,Dormant,SRC012,0.81,2025-02-26 10:08:24,2025-02-27 15:08:24
A00527,ACCT6293339905,Current,P00551,,HDFC Bank,BR1809,2018-05-30,,Under Review,SRC021,0.97,2024-11-20 09:42:08,2024-12-18 02:42:08
A00528,ACCT7992025409,Current,P00180,,Bank of Baroda,BR8481,2019-07-12,,Closed,SRC025,0.89,2024-06-08 18:36:56,2025-06-10 21:20:35
A00529,ACCT4487526090,Current,P00484,,State Bank of India,BR3810,2025-12-28,,Active,SRC022,0.82,2025-04-30 02:19:49,2025-07-18 19:58:35
A00530,ACCT2676923215,Business,P02088,,ICICI Bank,BR4848,2023-10-22,,Under Review,SRC028,0.83,2024-07-12 15:37:55,2024-07-14 13:37:55
A00531,ACCT7328281768,Savings,P01564,,ICICI Bank,BR1828,2021-06-23,,Dormant,SRC022,0.82,2026-07-23 20:07:40,2026-08-12 05:07:40
A00532,ACCT3393318843,Business,P00301,,ICICI Bank,BR5200,2025-06-21,,Dormant,SRC022,0.9,2024-10-10 21:22:12,2024-10-24 06:22:12
A00533,ACCT3023424249,Current,P02530,,HDFC Bank,BR6458,2020-02-04,,Under Review,SRC002,0.92,2024-02-27 19:09:17,2025-05-13 13:07:39
A00534,ACCT7286607829,Savings,P03815,,Bank of Baroda,BR9660,2021-04-07,,Active,SRC004,0.97,2024-07-18 02:07:48,2024-08-11 17:07:48
A00535,ACCT5184949490,Current,P03176,,HDFC Bank,BR8648,2016-11-25,,Under Review,SRC009,0.91,2025-11-28 05:01:41,2025-12-10 14:01:41
A00536,ACCT7960021143,Business,P01026,,Bank of Baroda,BR3804,2026-04-18,,Under Review,SRC006,0.9,2026-08-27 19:06:41,2026-09-04 23:59:59
A00537,ACCT5200675693,Business,,O0192,HDFC Bank,BR1174,2021-07-15,,Active,SRC005,0.81,2025-09-28 12:14:39,2025-10-15 21:14:39
A00538,ACCT4541856256,Business,P02439,,HDFC Bank,BR5530,2025-07-10,,Active,SRC026,0.96,2025-04-21 06:26:44,2026-06-03 12:20:38
A00539,ACCT6459013872,Savings,,O0322,HDFC Bank,BR9401,2023-04-16,,Under Review,SRC006,0.8,2026-01-30 04:53:03,2026-02-06 06:53:03
A00540,ACCT3840444522,Current,P01158,,State Bank of India,BR8889,2017-12-21,,Closed,SRC023,0.87,2026-06-18 03:42:07,2026-06-28 01:42:07
A00541,ACCT4725874248,Current,P02129,,Punjab National Bank,BR6086,2019-10-26,,Under Review,SRC016,0.9,2025-07-21 18:58:59,2026-02-03 07:14:29
A00542,ACCT6782649681,Savings,P02341,,Punjab National Bank,BR9555,2026-03-27,,Closed,SRC006,0.83,2025-09-01 17:16:16,2026-04-05 15:29:04
A00543,ACCT9003141944,Savings,P00253,,Axis Bank,BR9709,2023-12-03,,Active,SRC001,0.87,2025-08-17 01:05:38,2025-09-01 08:05:38
A00544,ACCT5306006305,Savings,P02362,,Punjab National Bank,BR5741,2017-10-03,,Dormant,SRC018,0.91,2026-08-18 01:39:52,2026-08-19 03:39:52
A00545,ACCT8709067012,Current,,O0330,Axis Bank,BR9192,2019-10-07,,Closed,SRC006,0.95,2026-08-25 20:58:16,2026-09-04 23:59:59
A00546,ACCT3348760832,Savings,P03084,,Punjab National Bank,BR5218,2026-04-02,,Active,SRC007,0.89,2025-09-13 09:24:15,2025-09-19 15:24:15
A00547,ACCT1199726928,Business,P02844,,Axis Bank,BR3300,2018-04-13,,Under Review,SRC017,0.98,2026-01-05 11:07:30,2026-01-24 02:07:30
A00548,ACCT4571014863,Savings,P02740,,HDFC Bank,BR9211,2021-05-13,,Under Review,SRC027,0.89,2024-10-30 12:43:21,2025-06-27 09:37:59
A00549,ACCT9957936587,Savings,,O0126,Punjab National Bank,BR5853,2025-04-01,,Closed,SRC017,0.89,2024-06-01 00:06:05,2025-10-05 10:38:56
A00550,ACCT9492136364,Business,P03161,,ICICI Bank,BR3680,2020-11-19,,Dormant,SRC011,0.9,2026-06-02 12:04:30,2026-06-30 23:04:30
A00551,ACCT4690515510,Savings,P02515,,HDFC Bank,BR7504,2021-01-11,2026-01-18,Active,SRC017,0.97,2026-08-15 06:44:41,2026-09-04 23:59:59
A00552,ACCT7606885285,Savings,,O0135,ICICI Bank,BR7215,2025-03-20,,Under Review,SRC009,0.95,2026-02-12 14:44:21,2026-03-01 06:44:21
A00553,ACCT2032145839,Business,P02587,,ICICI Bank,BR9497,2025-11-28,,Under Review,SRC013,0.93,2024-11-30 17:14:57,2026-03-26 21:58:09
A00554,ACCT5819295494,Savings,P00808,,Bank of Baroda,BR2546,2018-11-30,,Under Review,SRC013,0.97,2026-07-22 15:53:43,2026-08-11 00:53:43
A00555,ACCT7095004525,Savings,P02783,,HDFC Bank,BR7714,2021-01-25,,Dormant,SRC014,0.93,2026-08-28 02:21:39,2026-09-04 23:59:59
A00556,ACCT4346709526,Current,,O0486,HDFC Bank,BR5451,2022-08-22,,Under Review,SRC011,0.98,2024-04-16 00:34:29,2026-05-06 17:56:02
A00557,ACCT7935301342,Business,P01433,,Axis Bank,BR3161,2020-09-29,,Active,SRC019,0.83,2025-09-12 06:12:04,2026-04-05 22:03:02
A00558,ACCT7891290772,Current,P02421,,HDFC Bank,BR1520,2022-07-17,,Dormant,SRC015,0.91,2026-05-18 01:08:20,2026-06-07 10:08:20
A00559,ACCT6442916055,Business,P01388,,ICICI Bank,BR1328,2018-09-10,,Dormant,SRC026,0.84,2026-03-06 05:14:15,2026-03-25 18:14:15
A00560,ACCT6342386721,Savings,P01550,,ICICI Bank,BR2626,2018-04-20,,Closed,SRC028,0.96,2025-02-21 09:15:18,2026-06-12 07:31:32
A00561,ACCT1184634338,Current,P02372,,HDFC Bank,BR6806,2023-04-26,,Dormant,SRC021,0.86,2025-07-17 12:32:06,2025-07-29 13:32:06
A00562,ACCT3777503358,Business,P02639,,HDFC Bank,BR3585,2025-12-12,,Dormant,SRC018,0.9,2024-05-11 10:55:09,2025-03-13 19:55:12
A00563,ACCT8318589479,Business,P00913,,ICICI Bank,BR2446,2022-05-04,,Closed,SRC005,0.91,2024-11-25 07:08:13,2024-12-24 16:08:13
A00564,ACCT5653680742,Current,P02661,,Axis Bank,BR6005,2019-11-07,2026-04-10,Active,SRC004,0.9,2025-01-23 07:43:13,2025-02-11 20:43:13
A00565,ACCT6816402266,Business,P03421,,Axis Bank,BR2837,2026-06-30,,Dormant,SRC010,0.99,2024-07-08 01:15:20,2024-07-25 15:08:06
A00566,ACCT2303687567,Business,P02842,,Bank of Baroda,BR8272,2021-07-23,2025-11-28,Dormant,SRC029,0.86,2024-06-12 10:05:44,2025-10-27 15:03:58
A00567,ACCT9421413729,Savings,P02223,,HDFC Bank,BR8828,2020-05-03,,Active,SRC023,0.93,2024-09-23 06:53:43,2024-10-04 21:53:43
A00568,ACCT3974409813,Current,,O0375,HDFC Bank,BR5269,2017-12-30,,Dormant,SRC008,0.84,2024-05-11 00:23:57,2026-03-17 10:06:35
A00569,ACCT9421121570,Savings,P02189,,ICICI Bank,BR1965,2023-09-07,,Active,SRC023,0.83,2024-04-15 08:38:35,2024-09-11 07:13:23
A00570,ACCT5586698674,Current,P03726,,Axis Bank,BR8084,2023-05-16,,Under Review,SRC030,0.85,2024-04-06 08:04:41,2024-04-08 21:04:41
A00571,ACCT3603287382,Business,,O0355,Axis Bank,BR1394,2023-08-02,,Dormant,SRC012,0.87,2026-01-01 07:34:03,2026-01-04 06:34:03
A00572,ACCT2123536351,Current,P00190,,HDFC Bank,BR8010,2026-02-27,,Active,SRC010,0.92,2025-02-28 18:48:26,2025-11-28 13:36:33
A00573,ACCT3842358680,Current,P02535,,ICICI Bank,BR3574,2019-03-29,,Active,SRC026,0.9,2026-08-20 03:27:53,2026-09-04 23:59:59
A00574,ACCT7193781020,Business,,O0225,Punjab National Bank,BR8871,2021-07-20,,Dormant,SRC019,0.92,2025-04-25 08:51:44,2025-05-23 03:51:44
A00575,ACCT1383485300,Current,P03833,,State Bank of India,BR1844,2023-05-07,,Active,SRC030,0.81,2026-02-25 23:27:13,2026-05-17 02:35:39
A00576,ACCT5959416096,Savings,P01546,,Axis Bank,BR6677,2020-11-05,,Closed,SRC019,0.99,2024-06-26 16:12:52,2026-06-20 20:15:11
A00577,ACCT1144130729,Savings,P01974,,Bank of Baroda,BR6162,2019-05-27,,Dormant,SRC015,0.91,2026-04-23 09:04:19,2026-05-06 22:04:19
A00578,ACCT8132931580,Current,P01288,,State Bank of India,BR3542,2023-07-06,2025-08-28,Active,SRC013,0.87,2025-04-22 05:28:25,2025-09-12 22:07:35
A00579,ACCT9798490311,Current,P00827,,Axis Bank,BR9216,2021-05-18,,Active,SRC008,0.9,2025-12-04 10:14:24,2025-12-16 06:14:24
A00580,ACCT3481738950,Business,P00858,,HDFC Bank,BR2515,2017-11-24,,Active,SRC010,0.91,2025-03-27 16:00:51,2025-09-29 17:09:25
A00581,ACCT1014714883,Current,P00520,,Axis Bank,BR4067,2022-06-30,,Under Review,SRC003,0.83,2024-08-28 23:48:47,2025-12-29 06:30:14
A00582,ACCT1822850752,Business,,O0241,State Bank of India,BR8468,2026-06-24,2024-11-16,Active,SRC030,0.97,2025-02-17 03:40:34,2026-03-21 14:32:55
A00583,ACCT6765059256,Savings,P01406,,Axis Bank,BR9109,2023-04-09,2025-11-15,Dormant,SRC006,0.98,2025-06-29 11:03:55,2026-06-20 10:41:49
A00584,ACCT8874766449,Current,,O0461,Bank of Baroda,BR6044,2021-01-15,,Active,SRC029,0.84,2024-04-09 04:58:55,2024-11-27 04:17:12
A00585,ACCT4515729363,Savings,P00574,,HDFC Bank,BR7020,2017-01-25,,Dormant,SRC022,0.89,2024-01-21 07:33:39,2025-08-25 08:17:14
A00586,ACCT1422527851,Current,P02894,,ICICI Bank,BR2699,2021-12-27,2025-04-18,Dormant,SRC030,0.87,2024-03-25 09:10:40,2025-05-29 12:56:09
A00587,ACCT5706499300,Savings,P03590,,ICICI Bank,BR7723,2022-10-03,,Closed,SRC004,0.88,2024-11-13 22:18:13,2024-12-01 19:18:13
A00588,ACCT2993662994,Current,P00711,,Axis Bank,BR4572,2017-09-22,,Active,SRC002,0.92,2026-04-27 12:04:58,2026-04-28 22:04:58
A00589,ACCT8272567373,Business,P00154,,State Bank of India,BR3592,2025-10-10,,Closed,SRC014,0.88,2026-01-15 20:24:08,2026-08-07 03:17:52
A00590,ACCT2845053041,Current,,O0218,State Bank of India,BR4144,2024-04-14,,Closed,SRC028,0.94,2025-03-26 16:02:31,2025-03-31 21:02:31
A00591,ACCT6983368250,Savings,P02564,,Axis Bank,BR5189,2022-10-04,,Dormant,SRC007,0.88,2026-06-08 10:05:45,2026-06-24 22:05:45
A00592,ACCT8207439779,Savings,P02750,,Punjab National Bank,BR8951,2020-05-20,,Dormant,SRC012,0.98,2025-01-17 02:24:49,2025-04-25 01:32:20
A00593,ACCT3819164324,Business,P00351,,State Bank of India,BR7971,2021-02-04,,Closed,SRC001,0.96,2025-04-24 09:15:47,2025-08-06 01:38:57
A00594,ACCT2955831288,Business,P02635,,State Bank of India,BR9089,2022-03-04,,Dormant,SRC015,0.83,2024-06-07 14:13:43,2025-12-01 22:18:11
A00595,ACCT6522110440,Current,P00217,,HDFC Bank,BR2547,2017-02-11,,Active,SRC009,0.92,2025-03-20 15:07:39,2026-03-10 20:31:53
A00596,ACCT9664602501,Business,P00103,,Axis Bank,BR7754,2024-03-24,,Under Review,SRC027,0.87,2024-12-02 01:33:29,2026-05-10 01:56:37
A00597,ACCT8746378118,Savings,P00061,,Punjab National Bank,BR4162,2025-08-01,,Under Review,SRC004,0.81,2024-09-30 09:50:48,2025-06-26 19:25:53
A00598,ACCT4767635480,Savings,P02673,,Bank of Baroda,BR1369,2022-05-16,,Closed,SRC002,0.82,2024-09-07 03:26:06,2025-11-29 10:23:00
A00599,ACCT7069691494,Business,P01323,,Axis Bank,BR6225,2023-05-14,,Dormant,SRC016,0.94,2026-05-18 15:30:08,2026-05-20 01:30:08
A00600,ACCT5978415556,Savings,P03309,,Axis Bank,BR7349,2018-08-30,,Under Review,SRC006,0.95,2024-01-07 19:49:25,2024-06-24 06:55:39
A00601,ACCT6905078920,Savings,P01612,,Axis Bank,BR3851,2026-03-07,2025-05-09,Closed,SRC016,0.84,2024-01-11 20:59:41,2025-09-17 04:54:33
A00602,ACCT1254348587,Savings,,O0015,Bank of Baroda,BR4217,2024-05-14,,Dormant,SRC027,0.94,2025-10-15 21:50:55,2025-10-18 15:50:55
A00603,ACCT6879778495,Business,,O0111,Punjab National Bank,BR2516,2024-07-03,,Under Review,SRC018,0.89,2024-02-02 17:06:29,2026-04-25 18:15:32
A00604,ACCT1187108397,Current,,O0189,Bank of Baroda,BR2346,2020-08-07,,Dormant,SRC030,0.95,2024-07-23 04:01:46,2026-03-15 12:50:45
A00605,ACCT7208108816,Savings,P01429,,State Bank of India,BR5607,2025-01-25,,Under Review,SRC019,0.9,2024-04-06 04:53:29,2025-10-16 15:25:11
A00606,ACCT3772114544,Savings,P02314,,ICICI Bank,BR7116,2024-09-15,,Dormant,SRC005,0.91,2026-06-21 01:54:56,2026-07-10 11:54:56
A00607,ACCT9225032591,Current,P02335,,Bank of Baroda,BR1509,2024-08-03,,Active,SRC006,0.86,2026-04-07 07:01:35,2026-04-29 06:01:35
A00608,ACCT5338963726,Current,P01790,,Punjab National Bank,BR5377,2020-09-21,,Closed,SRC013,0.86,2024-04-28 06:39:44,2026-05-08 23:00:59
A00609,ACCT6945948202,Business,P02999,,Axis Bank,BR9334,2019-08-23,,Closed,SRC019,0.97,2024-01-17 04:51:53,2024-07-08 13:48:17
A00610,ACCT3865380414,Savings,P03501,,Bank of Baroda,BR8494,2026-04-27,,Dormant,SRC009,0.92,2026-04-07 21:52:43,2026-04-15 19:52:43
A00611,ACCT6107792717,Business,P02849,,HDFC Bank,BR6235,2019-05-14,,Dormant,SRC006,0.97,2026-05-21 12:27:18,2026-06-04 02:27:18
A00612,ACCT2119624322,Business,P01747,,Axis Bank,BR4863,2021-08-31,,Dormant,SRC015,0.98,2025-01-28 16:20:54,2026-05-08 08:05:12
A00613,ACCT3494562558,Savings,P00816,,Axis Bank,BR1309,2022-04-12,2025-01-02,Active,SRC027,0.92,2024-06-05 17:02:04,2024-11-26 23:23:50
A00614,ACCT1499767415,Current,,O0400,State Bank of India,BR3529,2018-09-26,,Active,SRC009,0.96,2025-04-25 09:51:23,2026-08-27 17:03:47
A00615,ACCT4338508451,Savings,P02417,,Axis Bank,BR8553,2017-11-13,,Dormant,SRC006,0.85,2025-07-05 14:05:14,2026-08-01 13:54:51
A00616,ACCT7166714228,Business,P01384,,HDFC Bank,BR3178,2022-07-08,,Active,SRC014,0.93,2026-05-21 23:20:43,2026-06-20 10:20:43
A00617,ACCT5387972123,Savings,,O0083,HDFC Bank,BR8111,2021-11-16,2026-02-15,Dormant,SRC004,0.85,2024-05-27 07:47:14,2024-06-15 08:47:14
A00618,ACCT8504629316,Savings,,O0409,Axis Bank,BR9450,2020-05-14,,Closed,SRC005,0.8,2025-09-23 13:01:28,2026-06-12 19:44:35
A00619,ACCT4266637889,Savings,P01893,,HDFC Bank,BR3744,2021-01-31,2026-08-05,Active,SRC009,0.96,2026-07-21 15:13:51,2026-08-06 16:13:51
A00620,ACCT2475004084,Business,P02577,,Bank of Baroda,BR3221,2024-07-01,,Under Review,SRC029,0.97,2026-07-28 16:29:18,2026-08-15 08:29:18
A00621,ACCT4826225410,Business,P01661,,HDFC Bank,BR6258,2019-11-06,,Dormant,SRC006,0.86,2025-02-13 07:19:04,2026-02-08 11:03:21
A00622,ACCT3095360208,Business,P03740,,State Bank of India,BR9651,2022-01-11,,Under Review,SRC021,0.95,2025-05-21 19:56:11,2026-05-17 02:53:33
A00623,ACCT3569898451,Business,,O0351,Bank of Baroda,BR3399,2024-09-16,,Active,SRC006,0.86,2024-08-03 07:38:35,2024-08-27 18:38:35
A00624,ACCT1544563823,Business,P01638,,Axis Bank,BR7503,2019-03-14,2025-05-05,Under Review,SRC027,0.86,2024-08-05 02:12:19,2025-03-26 12:08:09
A00625,ACCT9329574606,Current,P00340,,Punjab National Bank,BR3526,2018-12-24,2025-03-10,Closed,SRC004,0.88,2024-10-17 21:04:11,2025-06-08 21:38:08
A00626,ACCT6610317416,Business,,O0196,Punjab National Bank,BR9031,2017-06-15,,Dormant,SRC006,0.88,2026-07-24 23:56:59,2026-08-20 01:56:59
A00627,ACCT3575286587,Current,P02471,,ICICI Bank,BR4147,2025-08-03,,Closed,SRC027,0.84,2024-11-20 10:32:46,2026-05-12 23:54:03
A00628,ACCT8591894418,Current,P01712,,Axis Bank,BR7897,2025-06-02,,Dormant,SRC025,0.91,2026-06-07 06:27:51,2026-06-16 21:27:51
A00629,ACCT6502040602,Business,P01280,,Punjab National Bank,BR3923,2022-11-05,,Dormant,SRC008,0.88,2025-06-16 18:33:42,2025-06-25 04:09:47
A00630,ACCT5035713624,Business,P02678,,State Bank of India,BR4413,2022-12-28,,Dormant,SRC001,0.87,2024-11-02 06:04:36,2026-07-12 07:19:49
A00631,ACCT1311005897,Savings,P02748,,Bank of Baroda,BR6465,2019-08-22,2024-10-13,Under Review,SRC019,0.96,2026-02-26 13:33:15,2026-03-06 15:33:15
A00632,ACCT7073302697,Current,P00397,,HDFC Bank,BR1757,2024-02-23,,Active,SRC015,0.98,2025-03-08 05:44:28,2025-11-26 11:54:40
A00633,ACCT5095300119,Savings,P00688,,ICICI Bank,BR7192,2023-09-16,,Under Review,SRC010,0.82,2025-07-17 09:35:26,2025-08-30 04:25:43
A00634,ACCT3335091218,Savings,P00568,,Bank of Baroda,BR4100,2017-07-24,,Closed,SRC010,0.86,2025-08-28 05:00:54,2025-09-25 12:00:54
A00635,ACCT8837069850,Savings,P03731,,ICICI Bank,BR9280,2024-08-29,2025-08-09,Dormant,SRC022,0.87,2025-01-05 13:11:09,2025-01-13 16:01:37
A00636,ACCT4018814085,Savings,P03504,,Punjab National Bank,BR8315,2019-11-10,,Dormant,SRC004,0.89,2026-04-07 01:15:38,2026-04-19 16:15:38
A00637,ACCT3796945664,Current,P02102,,HDFC Bank,BR2015,2020-04-02,,Closed,SRC003,0.95,2024-07-15 18:24:50,2024-09-04 22:42:14
A00638,ACCT6378166719,Business,P02103,,Axis Bank,BR3329,2023-12-18,,Active,SRC007,0.87,2025-03-30 21:37:42,2025-11-11 11:55:34
A00639,ACCT3334478426,Current,P01682,,Axis Bank,BR6581,2020-11-26,2024-12-27,Dormant,SRC014,0.87,2025-01-12 19:39:29,2025-01-28 23:39:29
A00640,ACCT9346009751,Business,P03366,,Axis Bank,BR3494,2025-06-12,,Active,SRC029,0.98,2025-12-03 01:15:43,2025-12-13 13:15:43
A00641,ACCT7377790846,Current,P00660,,Bank of Baroda,BR8163,2025-09-17,2025-10-04,Under Review,SRC013,0.94,2026-05-04 21:00:05,2026-05-10 10:00:05
A00642,ACCT3827208181,Business,P00727,,HDFC Bank,BR9507,2020-04-28,,Active,SRC028,0.9,2025-02-07 03:52:20,2025-03-02 14:52:20
A00643,ACCT2197829936,Savings,P01034,,ICICI Bank,BR2443,2017-10-01,,Under Review,SRC026,0.81,2024-09-06 17:41:59,2026-06-08 06:27:18
A00644,ACCT7378990589,Current,P01363,,State Bank of India,BR5324,2026-04-13,,Active,SRC021,0.81,2024-02-08 02:31:48,2024-11-21 13:22:42
A00645,ACCT2474913220,Current,P03608,,HDFC Bank,BR8504,2017-01-22,2026-02-28,Closed,SRC018,0.82,2025-10-13 21:45:58,2025-12-06 08:47:58
A00646,ACCT8917040288,Current,P03052,,HDFC Bank,BR5239,2020-11-23,,Under Review,SRC006,0.95,2025-12-16 07:40:57,2025-12-16 09:40:57
A00647,ACCT2239108748,Savings,P01818,,HDFC Bank,BR7030,2025-09-20,,Closed,SRC020,0.87,2025-11-22 21:40:03,2025-12-02 21:40:03
A00648,ACCT2064987829,Current,P00663,,ICICI Bank,BR1007,2020-02-14,,Under Review,SRC011,0.84,2024-04-05 12:25:09,2025-02-27 21:48:23
A00649,ACCT5208133723,Savings,P00679,,Punjab National Bank,BR7888,2023-08-20,,Under Review,SRC027,0.97,2025-05-06 02:49:35,2025-05-29 13:49:35
A00650,ACCT6358639414,Savings,,O0379,ICICI Bank,BR2311,2026-04-11,,Active,SRC024,0.98,2025-09-20 14:41:31,2025-10-13 22:41:31
A00651,ACCT8756338328,Current,P02279,,Axis Bank,BR8193,2021-10-27,,Active,SRC019,0.94,2024-02-05 23:12:18,2025-04-19 11:28:01
A00652,ACCT5207014538,Savings,P01630,,Bank of Baroda,BR9338,2024-09-28,,Under Review,SRC005,0.87,2026-01-09 21:32:42,2026-02-04 18:32:42
A00653,ACCT1759733187,Current,P02709,,HDFC Bank,BR6072,2025-04-13,,Dormant,SRC006,0.93,2025-02-12 12:35:14,2025-03-08 00:35:14
A00654,ACCT2958996503,Current,P00402,,ICICI Bank,BR1421,2022-09-26,,Closed,SRC029,0.94,2025-05-21 15:03:56,2025-06-08 23:03:56
A00655,ACCT4719246381,Savings,P00584,,Punjab National Bank,BR5882,2023-10-18,,Dormant,SRC021,0.8,2024-06-12 01:50:23,2025-01-29 05:13:25
A00656,ACCT4263293931,Business,,O0305,State Bank of India,BR7026,2016-11-18,,Closed,SRC021,0.98,2024-09-23 13:51:25,2025-05-21 05:17:40
A00657,ACCT1408747555,Current,P02181,,Axis Bank,BR2172,2022-01-01,,Under Review,SRC005,0.96,2025-06-26 05:41:53,2025-07-24 21:41:53
A00658,ACCT1745894425,Business,P01793,,Bank of Baroda,BR6144,2020-06-28,,Closed,SRC006,0.95,2024-05-21 17:29:33,2025-12-18 09:10:46
A00659,ACCT4837530393,Savings,,O0472,Axis Bank,BR4964,2018-06-15,,Active,SRC023,0.96,2024-07-08 10:01:19,2024-10-24 00:30:29
A00660,ACCT2536996956,Business,,O0211,Bank of Baroda,BR2460,2019-04-03,,Closed,SRC026,0.83,2024-09-15 10:40:29,2024-12-05 07:03:19
A00661,ACCT7349796652,Business,,O0254,Bank of Baroda,BR5681,2020-03-12,,Active,SRC002,0.89,2024-03-23 10:37:50,2025-11-22 18:06:38
A00662,ACCT2924298184,Current,P03798,,ICICI Bank,BR8243,2016-12-21,2026-06-08,Active,SRC007,0.85,2026-07-14 23:32:49,2026-08-08 16:32:49
A00663,ACCT8376562111,Current,P00518,,Bank of Baroda,BR4559,2024-07-24,,Closed,SRC030,0.88,2026-03-07 01:38:55,2026-08-14 13:16:22
A00664,ACCT9079947185,Current,P01950,,ICICI Bank,BR5127,2023-03-08,,Dormant,SRC008,0.93,2026-07-11 21:10:41,2026-07-15 16:10:41
A00665,ACCT5709344151,Savings,P03355,,HDFC Bank,BR2559,2018-04-16,,Under Review,SRC011,0.84,2025-06-27 03:59:57,2025-07-24 20:59:57
A00666,ACCT5979219746,Current,P00678,,Bank of Baroda,BR4019,2025-08-08,,Closed,SRC007,0.86,2025-07-21 16:58:54,2025-08-13 20:58:54
A00667,ACCT7122935426,Current,P03945,,Axis Bank,BR2835,2025-01-30,2024-09-22,Closed,SRC028,0.88,2024-09-08 10:08:35,2026-01-13 18:02:00
A00668,ACCT9064648024,Savings,P03285,,State Bank of India,BR9108,2026-04-21,,Closed,SRC001,0.98,2025-03-26 12:21:45,2025-04-18 12:21:45
A00669,ACCT2110536966,Savings,P02036,,ICICI Bank,BR8080,2019-08-31,,Closed,SRC005,0.94,2025-07-18 04:30:14,2026-05-11 12:59:17
A00670,ACCT9651687928,Savings,,O0493,HDFC Bank,BR1425,2022-01-27,,Under Review,SRC010,0.94,2025-02-11 09:11:00,2025-05-29 21:53:41
A00671,ACCT6031257053,Current,P02475,,State Bank of India,BR7503,2024-06-02,,Dormant,SRC028,0.85,2025-06-05 03:09:17,2025-06-12 12:09:17
A00672,ACCT7033755998,Current,P01068,,State Bank of India,BR9950,2026-05-27,2026-02-19,Dormant,SRC024,0.83,2026-02-11 12:06:44,2026-02-18 23:06:44
A00673,ACCT2823867430,Current,P00713,,Punjab National Bank,BR8450,2020-12-23,,Under Review,SRC001,0.85,2024-11-10 01:29:26,2025-08-15 14:41:02
