observation_id,observation_type,entity_type,entity_id,location_id,observation_timestamp,description,vehicle_id,source_system,observer_type,evidence_id,confidence_score,created_at
OBS008718,FIELD_OBSERVATION,PERSON,P01070,L02164,2026-02-01 07:56:52,Person Manish Sharma was observed near Mall 144 in Ahmedabad.,,Field_Log,Patrol_Unit,EV19718,0.73,2026-04-10 11:52:54
OBS008719,CCTV,PERSON,P00443,L00065,2025-07-19 16:31:30,Source CCTV recorded Mohit Verma at Market 455 around 16:31.,,ANPR_System,Patrol_Unit,EV19719,0.94,2025-09-18 22:07:38
OBS008720,SURVEILLANCE,PERSON,P03628,L01724,2025-11-11 23:43:51,Source SURVEILLANCE recorded Sneha Jain at Apartment 123 around 23:43.,,CCTV_Network,Automated_Camera,EV19720,0.93,2025-03-21 10:44:49
OBS008721,PATROL,PERSON,P00622,L00050,2025-07-01 23:03:52,An observation associated Kavya Rathore with the area around Industrial Area 494; corroboration is required.,,Synthetic_Intelligence_Feed,Automated_Camera,EV19721,0.84,2026-06-25 03:43:39
OBS008722,INTELLIGENCE,VEHICLE,V00793,L01844,2025-10-01 22:31:46,Vehicle UP16CD3224 was observed near Apartment 883 in Ahmedabad.,V00793,Field_Log,Automated_Camera,EV19722,0.81,2025-02-14 22:11:03
OBS008723,ANPR,PERSON,P02130,L02294,2025-07-12 11:05:12,An observation associated Karan Shah with the area around Station 702; corroboration is required.,,CCTV_Network,Automated_Camera,EV19723,0.82,2025-08-04 05:51:01
OBS008724,FIELD_OBSERVATION,PERSON,P02118,L00258,2025-03-26 12:42:41,An observation associated Aditya Agarwal with the area around Mall 365; corroboration is required.,,CCTV_Network,Officer,EV19724,0.75,2025-07-08 10:06:37
OBS008725,CCTV,PERSON,P03357,L01208,2025-08-23 08:19:06,Person Pooja Sharma was observed near Mall 722 in Bhopal.,V00546,CCTV_Network,Analyst,EV19725,0.93,2025-11-08 03:22:34
OBS008726,SURVEILLANCE,PHONE,PH01164,L02207,2026-11-01 06:13:03,Source SURVEILLANCE recorded 961****147 at Station 928 around 06:13.,,CCTV_Network,Automated_Camera,EV19726,0.87,2025-09-22 03:16:27
OBS008727,PATROL,VEHICLE,V00362,L00058,2026-06-17 14:34:50,An observation associated KA23AB5588 with the area around Hotel 53; corroboration is required.,V00362,Synthetic_Intelligence_Feed,Automated_Camera,EV19727,0.86,2025-09-15 10:33:11
OBS008728,INTELLIGENCE,PERSON,P02295,L00512,2025-01-06 16:56:32,Source INTELLIGENCE recorded Karan Khan at Office 868 around 16:56.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV19728,0.90,2025-07-31 15:08:00
OBS008729,ANPR,PERSON,P02302,L00595,2025-12-31 12:05:24,Person Sanjay Deshmukh was observed near Hotel 595 in Kanpur.,,Field_Log,Automated_Camera,EV19729,0.80,2026-03-09 01:45:20
OBS008730,FIELD_OBSERVATION,PERSON,P02170,L00627,2025-09-13 04:53:30,Source FIELD_OBSERVATION recorded Deepak Joshi at Road 365 around 04:53.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV19730,0.93,2026-01-05 06:12:40
OBS008731,CCTV,ORGANIZATION,O0168,L02126,2026-04-02 08:24:03,An observation associated Joshi Industries with the area around Junction 510; corroboration is required.,,CCTV_Network,Patrol_Unit,EV19731,0.85,2026-05-14 12:08:11
OBS008732,SURVEILLANCE,PERSON,P01953,L01637,2026-03-20 04:46:56,Person Kabir Joshi was observed near Office 757 in Bengaluru.,V00447,CCTV_Network,Automated_Camera,EV19732,0.93,2026-08-25 04:41:36
OBS008733,PATROL,PERSON,P02135,L01716,2025-08-14 03:13:49,Source PATROL recorded Nandini Mishra at Industrial Area 332 around 03:13.,,Synthetic_Intelligence_Feed,Automated_Camera,EV19733,0.91,2025-05-25 21:53:58
OBS008734,INTELLIGENCE,VEHICLE,V00333,L00726,2026-06-17 16:17:37,Vehicle MH91EF5676 was observed near Office 130 in Lucknow.,V00333,Field_Log,CCTV_System,EV19734,0.93,2025-03-05 11:32:15
OBS008735,ANPR,VEHICLE,V00680,L01289,2025-10-17 00:13:25,An observation associated GJ72JK3827 with the area around Industrial Area 63; corroboration is required.,V00680,CCTV_Network,Patrol_Unit,EV19735,0.76,2026-01-16 23:10:52
OBS008736,FIELD_OBSERVATION,PERSON,P02516,L02240,2025-08-15 10:40:15,Person Aarav Singh was observed near Hotel 181 in Pune.,,ANPR_System,Patrol_Unit,EV19736,0.87,2026-08-23 04:51:41
OBS008737,CCTV,PERSON,P01856,L01986,2025-04-17 08:17:36,An observation associated Ananya Sharma with the area around Apartment 690; corroboration is required.,V00658,Synthetic_Intelligence_Feed,Analyst,EV19737,0.73,2025-01-31 06:12:03
OBS008738,SURVEILLANCE,PERSON,P03237,L01866,2026-09-29 06:21:38,Person Ankit Deshmukh was observed near Warehouse 371 in Delhi.,,Field_Log,Officer,EV19738,0.74,2026-11-19 00:09:11
OBS008739,PATROL,PERSON,P00856,L00530,2026-01-25 00:27:55,Person Rohan Singh was observed near Road 232 in Mumbai.,,Synthetic_Intelligence_Feed,Analyst,EV19739,0.82,2025-06-30 11:39:33
OBS008740,INTELLIGENCE,PERSON,P01793,L01068,2025-07-24 15:54:32,Person Isha Joshi was observed near Market 795 in Delhi.,,Field_Log,Officer,EV19740,0.78,2026-03-05 00:25:56
OBS008741,ANPR,VEHICLE,V00190,L01987,2026-12-10 20:32:00,Vehicle RJ21GH7569 was observed near Office 956 in Bengaluru.,V00190,ANPR_System,Patrol_Unit,EV19741,0.93,2026-07-24 13:53:51
OBS008742,FIELD_OBSERVATION,PERSON,P00004,L00020,2025-07-28 18:06:20,Person Riya Sharma was observed near Market 501 in Jaipur.,,Synthetic_Intelligence_Feed,Analyst,EV19742,0.91,2025-12-03 06:50:25
OBS008743,CCTV,PERSON,P01332,L02331,2025-07-03 18:35:25,Source CCTV recorded Manish Mehta at Road 330 around 18:35.,V01115,Field_Log,CCTV_System,EV19743,0.92,2025-01-22 05:19:18
OBS008744,SURVEILLANCE,PERSON,P01761,L01352,2025-06-04 01:36:37,Person Priya Khan was observed near Junction 598 in Pune.,,ANPR_System,Officer,EV19744,0.73,2025-01-29 17:12:11
OBS008745,PATROL,PERSON,P03063,L02357,2025-09-26 19:12:19,Person Deepak Saxena was observed near Mall 438 in Kota.,,CCTV_Network,Officer,EV19745,0.81,2025-06-18 01:13:28
OBS008746,INTELLIGENCE,ORGANIZATION,O0202,L01887,2025-11-09 15:24:14,An observation associated Patel Services with the area around Office 228; corroboration is required.,,ANPR_System,CCTV_System,EV19746,0.93,2025-03-07 16:09:17
OBS008747,ANPR,ACCOUNT,A00102,L00267,2026-04-04 18:52:31,An observation associated ACCT****3553 with the area around Market 85; corroboration is required.,,ANPR_System,Patrol_Unit,EV19747,0.92,2025-06-30 03:21:22
OBS008748,FIELD_OBSERVATION,PERSON,P02457,L01185,2025-10-26 22:05:10,An observation associated Meera Rathore with the area around Warehouse 723; corroboration is required.,V00616,CCTV_Network,Officer,EV19748,0.77,2026-12-21 19:24:38
OBS008749,CCTV,ACCOUNT,A00577,L02495,2026-10-04 10:05:58,An observation associated ACCT****0729 with the area around Apartment 361; corroboration is required.,,ANPR_System,CCTV_System,EV19749,0.85,2026-07-26 08:55:23
OBS008750,SURVEILLANCE,PERSON,P01440,L00695,2026-01-22 10:52:37,Source SURVEILLANCE recorded Ankit Mehta at Apartment 410 around 10:52.,V00312,Field_Log,Analyst,EV19750,0.78,2026-11-21 18:43:49
OBS008751,PATROL,VEHICLE,V00616,L00801,2026-10-31 18:48:58,An observation associated MP13CD5431 with the area around Hotel 780; corroboration is required.,V00616,CCTV_Network,CCTV_System,EV19751,0.82,2025-12-04 18:43:29
OBS008752,INTELLIGENCE,ACCOUNT,A01284,L01812,2025-01-18 10:48:47,Source INTELLIGENCE recorded ACCT****1657 at Mall 381 around 10:48.,,Field_Log,Analyst,EV19752,0.82,2026-11-04 01:59:32
OBS008753,ANPR,PERSON,P01861,L01387,2026-05-02 12:05:44,Person Aarav Malhotra was observed near Apartment 701 in Nagpur.,,Field_Log,CCTV_System,EV19753,0.82,2026-10-18 14:51:26
OBS008754,FIELD_OBSERVATION,ACCOUNT,A00582,L00390,2025-01-04 12:58:33,Source FIELD_OBSERVATION recorded ACCT****0752 at Apartment 941 around 12:58.,,Field_Log,Analyst,EV19754,0.87,2025-03-05 04:56:51
OBS008755,CCTV,ACCOUNT,A00803,L01586,2025-11-19 11:27:19,An observation associated ACCT****0755 with the area around Road 518; corroboration is required.,,ANPR_System,CCTV_System,EV19755,0.75,2026-10-21 04:51:42
OBS008756,SURVEILLANCE,PERSON,P01669,L00004,2025-09-10 01:34:18,Person Ananya Singh was observed near Hotel 685 in Delhi.,V00755,ANPR_System,CCTV_System,EV19756,0.84,2025-09-27 17:40:47
OBS008757,PATROL,PERSON,P00320,L00548,2026-06-04 08:06:02,An observation associated Sanjay Deshmukh with the area around Junction 647; corroboration is required.,V00006,ANPR_System,Officer,EV19757,0.91,2026-05-30 04:16:42
OBS008758,INTELLIGENCE,PERSON,P02219,L02009,2026-06-11 17:17:52,Person Kavya Tiwari was observed near Road 548 in Gwalior.,,Synthetic_Intelligence_Feed,Automated_Camera,EV19758,0.86,2025-06-03 03:04:07
OBS008759,ANPR,PERSON,P01250,L01050,2026-05-08 04:47:31,Source ANPR recorded Isha Singh at Road 312 around 04:47.,,Field_Log,CCTV_System,EV19759,0.82,2026-10-20 15:54:12
OBS008760,FIELD_OBSERVATION,VEHICLE,V00856,L00066,2026-09-18 12:01:08,Source FIELD_OBSERVATION recorded UP32CD4490 at Hotel 349 around 12:01.,V00856,CCTV_Network,Officer,EV19760,0.95,2025-10-03 16:29:47
OBS008761,CCTV,PERSON,P00792,L00853,2025-03-11 12:27:41,An observation associated Yash Chauhan with the area around Market 904; corroboration is required.,,Field_Log,Officer,EV19761,0.86,2025-11-09 15:45:43
OBS008762,SURVEILLANCE,PERSON,P00288,L00129,2026-11-12 04:55:14,An observation associated Nandini Yadav with the area around Mall 305; corroboration is required.,V01126,Synthetic_Intelligence_Feed,Patrol_Unit,EV19762,0.94,2025-10-29 22:25:31
OBS008763,PATROL,VEHICLE,V01164,L01149,2026-12-09 05:19:16,Vehicle DL99AB6869 was observed near Junction 65 in Gwalior.,V01164,CCTV_Network,Officer,EV19763,0.92,2026-08-31 11:46:35
OBS008764,INTELLIGENCE,ORGANIZATION,O0340,L00822,2026-08-17 03:55:59,An observation associated Agarwal Enterprises with the area around Office 541; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV19764,0.72,2026-04-10 08:21:43
OBS008765,ANPR,PERSON,P00117,L00145,2025-02-08 00:25:28,Source ANPR recorded Amit Verma at Office 707 around 00:25.,V00621,ANPR_System,Analyst,EV19765,0.93,2025-11-14 20:22:30
OBS008766,FIELD_OBSERVATION,PERSON,P00389,L00865,2026-01-08 23:28:04,Source FIELD_OBSERVATION recorded Kavya Agarwal at Industrial Area 622 around 23:28.,V00658,Synthetic_Intelligence_Feed,Analyst,EV19766,0.82,2025-03-27 05:28:24
OBS008767,CCTV,ORGANIZATION,O0027,L00475,2026-11-01 05:20:54,Source CCTV recorded Malhotra Transport at Road 69 around 05:20.,,Field_Log,Officer,EV19767,0.89,2025-10-02 19:42:30
OBS008768,SURVEILLANCE,PERSON,P02719,L02050,2025-02-13 03:13:05,An observation associated Siddharth Shah with the area around Office 287; corroboration is required.,,ANPR_System,Patrol_Unit,EV19768,0.93,2026-09-01 05:15:46
OBS008769,PATROL,ACCOUNT,A01234,L00328,2025-01-08 08:58:02,Source PATROL recorded ACCT****0470 at Hotel 224 around 08:58.,,CCTV_Network,Analyst,EV19769,0.89,2025-09-09 10:29:28
OBS008770,INTELLIGENCE,ACCOUNT,A01259,L02456,2026-04-13 09:36:30,Source INTELLIGENCE recorded ACCT****0410 at Road 245 around 09:36.,,Field_Log,Analyst,EV19770,0.84,2025-06-19 08:48:38
OBS008771,ANPR,PERSON,P00813,L00481,2026-01-02 02:09:19,Source ANPR recorded Deepak Yadav at Junction 161 around 02:09.,,CCTV_Network,Patrol_Unit,EV19771,0.82,2026-03-26 07:36:32
OBS008772,FIELD_OBSERVATION,VEHICLE,V00244,L01400,2026-05-13 23:29:15,Source FIELD_OBSERVATION recorded GJ30JK5611 at Office 211 around 23:29.,V00244,CCTV_Network,Automated_Camera,EV19772,0.88,2025-04-07 08:30:16
OBS008773,CCTV,PERSON,P00822,L02400,2025-11-16 11:31:55,An observation associated Meera Khan with the area around Market 555; corroboration is required.,,Synthetic_Intelligence_Feed,CCTV_System,EV19773,0.93,2025-07-22 18:58:50
OBS008774,SURVEILLANCE,VEHICLE,V00051,L01308,2026-01-24 15:54:05,Vehicle MH56AB4111 was observed near Industrial Area 948 in Delhi.,V00051,ANPR_System,CCTV_System,EV19774,0.89,2025-02-25 02:22:39
OBS008775,PATROL,PERSON,P03917,L00894,2025-03-13 13:30:38,Source PATROL recorded Vikram Rathore at Office 800 around 13:30.,,ANPR_System,Patrol_Unit,EV19775,0.75,2026-12-29 11:30:16
OBS008776,INTELLIGENCE,ACCOUNT,A00414,L01921,2025-03-09 13:05:46,Account ACCT****1037 was observed near Apartment 973 in Bhopal.,,Field_Log,Automated_Camera,EV19776,0.84,2025-02-09 04:25:03
OBS008777,ANPR,VEHICLE,V01023,L00213,2025-09-18 18:43:47,An observation associated MH65CD4902 with the area around Warehouse 592; corroboration is required.,V01023,CCTV_Network,Automated_Camera,EV19777,0.89,2026-06-17 17:53:14
OBS008778,FIELD_OBSERVATION,PERSON,P00838,L00030,2026-05-12 21:18:28,Person Amit Saxena was observed near Junction 721 in Dewas.,V00590,Synthetic_Intelligence_Feed,Officer,EV19778,0.95,2026-04-12 08:07:37
OBS008779,CCTV,ORGANIZATION,O0281,L02105,2026-10-26 20:23:36,An observation associated Yadav Solutions with the area around Office 131; corroboration is required.,,ANPR_System,Analyst,EV19779,0.74,2025-04-22 23:17:35
OBS008780,SURVEILLANCE,VEHICLE,V00928,L01121,2025-05-02 12:23:45,Source SURVEILLANCE recorded KA90CD7607 at Hotel 364 around 12:23.,V00928,Field_Log,Patrol_Unit,EV19780,0.76,2026-12-06 21:34:29
OBS008781,PATROL,PERSON,P02815,L02330,2026-07-10 05:41:10,Source PATROL recorded Arjun Malhotra at Junction 407 around 05:41.,,Synthetic_Intelligence_Feed,CCTV_System,EV19781,0.85,2026-05-08 07:22:52
OBS008782,INTELLIGENCE,PHONE,PH01437,L00084,2026-06-04 05:11:03,Phone 981****867 was observed near Station 21 in Jaipur.,,Field_Log,Officer,EV19782,0.81,2026-05-09 23:56:54
OBS008783,ANPR,ACCOUNT,A01205,L01322,2026-09-29 13:20:32,Account ACCT****3946 was observed near Station 689 in Gwalior.,,ANPR_System,Officer,EV19783,0.93,2025-04-16 23:09:01
OBS008784,FIELD_OBSERVATION,ACCOUNT,A00911,L00367,2026-06-06 22:19:20,Account ACCT****1187 was observed near Apartment 649 in Hyderabad.,,Field_Log,Officer,EV19784,0.76,2026-06-23 22:38:07
OBS008785,CCTV,PERSON,P01615,L00090,2025-02-07 10:22:43,Person Priya Khan was observed near Road 82 in Nagpur.,,ANPR_System,CCTV_System,EV19785,0.88,2025-07-16 17:51:16
OBS008786,SURVEILLANCE,PERSON,P03940,L00587,2026-07-09 21:41:04,An observation associated Mohit Rathore with the area around Industrial Area 545; corroboration is required.,,Field_Log,CCTV_System,EV19786,0.95,2025-04-05 03:36:45
OBS008787,PATROL,PERSON,P03911,L00853,2025-01-17 16:48:34,Person Aditya Singh was observed near Market 904 in Ujjain.,V00728,Field_Log,Patrol_Unit,EV19787,0.83,2025-09-01 07:05:16
OBS008788,INTELLIGENCE,PHONE,PH01396,L00388,2026-11-13 14:09:37,An observation associated 919****014 with the area around Industrial Area 428; corroboration is required.,,CCTV_Network,Automated_Camera,EV19788,0.78,2026-07-30 11:04:51
OBS008789,ANPR,ORGANIZATION,O0117,L01481,2025-08-22 23:00:39,An observation associated Bansal Industries with the area around Warehouse 976; corroboration is required.,,Synthetic_Intelligence_Feed,Analyst,EV19789,0.83,2025-05-27 08:44:58
OBS008790,FIELD_OBSERVATION,PERSON,P00406,L00589,2025-08-23 10:02:51,An observation associated Yash Deshmukh with the area around Apartment 204; corroboration is required.,,Synthetic_Intelligence_Feed,Analyst,EV19790,0.76,2025-10-14 22:43:03
OBS008791,CCTV,PERSON,P00370,L00594,2026-09-06 08:58:17,Person Karan Mehta was observed near Hotel 973 in Nagpur.,,ANPR_System,Patrol_Unit,EV19791,0.77,2025-08-02 22:33:09
OBS008792,SURVEILLANCE,PERSON,P01532,L02310,2026-02-01 08:00:23,An observation associated Nandini Patel with the area around Apartment 770; corroboration is required.,V00425,Field_Log,Automated_Camera,EV19792,0.85,2025-08-21 12:15:14
OBS008793,PATROL,PERSON,P01193,L01431,2026-04-26 09:08:51,Person Isha Khan was observed near Warehouse 739 in Mumbai.,,Synthetic_Intelligence_Feed,Analyst,EV19793,0.81,2026-01-22 10:18:09
OBS008794,INTELLIGENCE,ORGANIZATION,O0406,L02019,2026-11-21 08:47:11,Source INTELLIGENCE recorded Patel Transport at Market 193 around 08:47.,,CCTV_Network,Automated_Camera,EV19794,0.95,2026-04-02 18:45:02
OBS008795,ANPR,ACCOUNT,A00099,L00134,2025-05-21 03:58:42,An observation associated ACCT****0080 with the area around Hotel 488; corroboration is required.,,Synthetic_Intelligence_Feed,Automated_Camera,EV19795,0.96,2026-01-13 10:17:14
OBS008796,FIELD_OBSERVATION,ORGANIZATION,O0001,L00502,2025-11-20 04:57:15,Source FIELD_OBSERVATION recorded Mishra Trading at Hotel 981 around 04:57.,,Synthetic_Intelligence_Feed,Automated_Camera,EV19796,0.91,2026-09-29 01:23:22
OBS008797,CCTV,PERSON,P01243,L01524,2026-01-14 07:55:30,An observation associated Sanjay Singh with the area around Station 370; corroboration is required.,,Field_Log,Officer,EV19797,0.89,2026-12-03 09:21:36
OBS008798,SURVEILLANCE,PERSON,P02462,L02223,2026-06-03 03:55:35,Person Riya Khan was observed near Road 717 in Pune.,V00798,Synthetic_Intelligence_Feed,Analyst,EV19798,0.74,2025-04-17 16:50:47
OBS008799,PATROL,VEHICLE,V00142,L01443,2026-09-01 21:15:56,Source PATROL recorded MP20JK7048 at Hotel 829 around 21:15.,V00142,Field_Log,CCTV_System,EV19799,0.77,2026-08-17 16:45:04
OBS008800,INTELLIGENCE,PERSON,P03890,L02322,2026-08-08 04:21:52,An observation associated Aditya Sharma with the area around Hotel 40; corroboration is required.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV19800,0.75,2025-08-17 20:51:56
OBS008801,ANPR,PERSON,P00974,L01216,2026-06-19 18:48:34,Person Deepak Singh was observed near Industrial Area 467 in Jaipur.,,ANPR_System,Patrol_Unit,EV19801,0.78,2025-12-28 11:30:16
OBS008802,FIELD_OBSERVATION,PERSON,P02798,L01059,2025-07-27 12:02:56,Person Priya Bansal was observed near Office 836 in Surat.,,ANPR_System,Automated_Camera,EV19802,0.89,2026-06-25 16:37:48
OBS008803,CCTV,PERSON,P02883,L00363,2026-08-19 01:55:17,Person Vikram Joshi was observed near Station 480 in Delhi.,,ANPR_System,Officer,EV19803,0.76,2025-02-05 20:34:46
OBS008804,SURVEILLANCE,PERSON,P02289,L00230,2026-11-08 03:22:23,An observation associated Priya Rathore with the area around Hotel 471; corroboration is required.,,ANPR_System,Patrol_Unit,EV19804,0.76,2026-02-24 21:06:05
OBS008805,PATROL,VEHICLE,V00601,L00847,2026-07-09 12:45:06,An observation associated UP73EF4326 with the area around Station 942; corroboration is required.,V00601,CCTV_Network,Officer,EV19805,0.79,2025-12-27 11:28:00
OBS008806,INTELLIGENCE,ACCOUNT,A00452,L00396,2025-03-25 04:23:23,Account ACCT****2314 was observed near Mall 975 in Hyderabad.,,ANPR_System,Analyst,EV19806,0.79,2025-12-28 19:44:40
OBS008807,ANPR,PERSON,P02739,L00085,2025-04-04 20:49:25,Person Nandini Mishra was observed near Mall 218 in Gurugram.,,ANPR_System,Officer,EV19807,0.87,2025-07-29 14:36:25
OBS008808,FIELD_OBSERVATION,PERSON,P01912,L01448,2026-04-27 23:50:03,Source FIELD_OBSERVATION recorded Neha Mehta at Hotel 823 around 23:50.,V00947,Synthetic_Intelligence_Feed,Automated_Camera,EV19808,0.85,2025-07-06 08:58:24
OBS008809,CCTV,PERSON,P03011,L00101,2026-04-03 15:26:27,An observation associated Kabir Chauhan with the area around Hotel 451; corroboration is required.,V00170,Field_Log,Officer,EV19809,0.94,2026-06-19 02:36:18
OBS008810,SURVEILLANCE,PERSON,P03595,L00132,2026-05-14 12:10:31,Source SURVEILLANCE recorded Neha Singh at Office 242 around 12:10.,V00886,ANPR_System,Officer,EV19810,0.84,2025-04-27 15:35:00
OBS008811,PATROL,PERSON,P03072,L01631,2025-11-19 15:27:47,Person Isha Singh was observed near Road 548 in Dewas.,V00389,Field_Log,Automated_Camera,EV19811,0.87,2025-04-11 12:10:19
OBS008812,INTELLIGENCE,PHONE,PH03002,L01384,2025-01-29 12:19:28,Source INTELLIGENCE recorded 976****788 at Junction 79 around 12:19.,,Synthetic_Intelligence_Feed,Automated_Camera,EV19812,0.75,2026-04-05 16:19:26
OBS008813,ANPR,VEHICLE,V00266,L00593,2025-07-21 06:27:33,Vehicle KA98GH2372 was observed near Market 640 in Kota.,V00266,ANPR_System,Patrol_Unit,EV19813,0.89,2025-05-26 20:43:42
OBS008814,FIELD_OBSERVATION,PERSON,P00645,L01825,2025-09-09 20:07:43,Source FIELD_OBSERVATION recorded Arjun Shah at Hotel 615 around 20:07.,V01090,ANPR_System,Patrol_Unit,EV19814,0.81,2026-08-30 06:12:37
OBS008815,CCTV,ACCOUNT,A00480,L01564,2025-01-19 23:48:01,Account ACCT****1165 was observed near Road 742 in Jaipur.,,CCTV_Network,Patrol_Unit,EV19815,0.80,2026-01-17 18:59:59
OBS008816,SURVEILLANCE,PERSON,P01525,L00644,2026-05-18 18:41:22,Person Siddharth Sharma was observed near Industrial Area 216 in Lucknow.,V00136,CCTV_Network,Patrol_Unit,EV19816,0.92,2026-10-17 21:02:23
OBS008817,PATROL,PERSON,P00196,L00887,2025-01-14 07:37:07,An observation associated Sneha Rathore with the area around Hotel 608; corroboration is required.,V00628,Synthetic_Intelligence_Feed,Analyst,EV19817,0.92,2025-08-20 11:33:37
OBS008818,INTELLIGENCE,PERSON,P03045,L02408,2025-08-31 16:10:08,An observation associated Kabir Malhotra with the area around Station 919; corroboration is required.,,ANPR_System,Officer,EV19818,0.95,2025-12-26 13:48:36
OBS008819,ANPR,PERSON,P02605,L00122,2025-05-10 01:16:00,Source ANPR recorded Amit Jain at Hotel 877 around 01:16.,V00026,CCTV_Network,Patrol_Unit,EV19819,0.73,2026-07-03 23:28:11
OBS008820,FIELD_OBSERVATION,PHONE,PH02480,L00114,2025-06-28 17:12:43,An observation associated 927****615 with the area around Road 901; corroboration is required.,,Synthetic_Intelligence_Feed,Analyst,EV19820,0.85,2025-03-07 05:12:28
OBS008821,CCTV,ACCOUNT,A00410,L00175,2025-12-26 02:08:43,Account ACCT****7849 was observed near Junction 911 in Bengaluru.,,ANPR_System,CCTV_System,EV19821,0.83,2026-02-13 03:28:23
OBS008822,SURVEILLANCE,ORGANIZATION,O0021,L00943,2026-07-28 19:40:17,Organization Singh Industries was observed near Hotel 806 in Ujjain.,,Field_Log,Officer,EV19822,0.73,2026-11-17 17:37:19
OBS008823,PATROL,ORGANIZATION,O0227,L00232,2025-05-08 08:26:37,Organization Chauhan Transport was observed near Junction 301 in Hyderabad.,,Field_Log,Analyst,EV19823,0.74,2025-05-11 19:30:48
OBS008824,INTELLIGENCE,VEHICLE,V00594,L02034,2026-08-31 04:48:17,An observation associated GJ90AB7024 with the area around Station 405; corroboration is required.,V00594,Field_Log,Patrol_Unit,EV19824,0.93,2025-12-02 00:42:15
OBS008825,ANPR,PERSON,P02790,L02000,2026-04-05 00:22:41,Source ANPR recorded Rohan Jain at Station 202 around 00:22.,V00741,Field_Log,Automated_Camera,EV19825,0.86,2025-08-03 13:14:51
OBS008826,FIELD_OBSERVATION,PERSON,P03717,L02085,2025-12-21 06:32:34,Source FIELD_OBSERVATION recorded Vihaan Rathore at Mall 70 around 06:32.,,Synthetic_Intelligence_Feed,Patrol_Unit,EV19826,0.96,2026-04-21 20:53:37
OBS008827,CCTV,PERSON,P02836,L01258,2025-12-04 20:08:30,Person Karan Malhotra was observed near Warehouse 99 in Kota.,V00487,Synthetic_Intelligence_Feed,Officer,EV19827,0.76,2026-11-07 16:40:12
OBS008828,SURVEILLANCE,PERSON,P03309,L00202,2026-12-31 15:59:25,Person Sneha Yadav was observed near Junction 423 in Kanpur.,,CCTV_Network,CCTV_System,EV19828,0.84,2026-07-16 15:38:48
OBS008829,PATROL,PERSON,P02713,L02145,2025-05-26 08:41:56,An observation associated Isha Bansal with the area around Apartment 80; corroboration is required.,,ANPR_System,Analyst,EV19829,0.96,2025-05-04 12:44:01
OBS008830,INTELLIGENCE,PERSON,P02369,L01557,2025-07-06 06:15:33,An observation associated Sneha Mehta with the area around Mall 784; corroboration is required.,V00989,Synthetic_Intelligence_Feed,Patrol_Unit,EV19830,0.88,2025-06-26 06:02:46
OBS008831,ANPR,PHONE,PH00816,L01517,2026-04-15 15:12:45,Source ANPR recorded 959****722 at Junction 262 around 15:12.,,CCTV_Network,CCTV_System,EV19831,0.78,2026-04-18 20:17:51
OBS008832,FIELD_OBSERVATION,PERSON,P01056,L02368,2026-11-03 06:31:39,An observation associated Kavya Deshmukh with the area around Hotel 438; corroboration is required.,,Field_Log,Patrol_Unit,EV19832,0.87,2026-09-19 01:05:00
OBS008833,CCTV,PERSON,P00384,L01703,2025-05-10 01:26:05,An observation associated Vikram Bansal with the area around Road 160; corroboration is required.,,Field_Log,Automated_Camera,EV19833,0.79,2026-04-01 17:01:31
OBS008834,SURVEILLANCE,ORGANIZATION,O0179,L01973,2026-10-06 06:43:20,An observation associated Jain Industries with the area around Road 570; corroboration is required.,,Field_Log,Analyst,EV19834,0.97,2026-06-05 22:35:13
OBS008835,PATROL,PHONE,PH01499,L02052,2025-12-30 12:33:18,An observation associated 927****750 with the area around Junction 65; corroboration is required.,,Synthetic_Intelligence_Feed,Analyst,EV19835,0.73,2025-12-19 01:53:23
OBS008836,INTELLIGENCE,PERSON,P01788,L02247,2026-06-11 10:13:28,Source INTELLIGENCE recorded Pooja Jain at Junction 400 around 10:13.,,Field_Log,CCTV_System,EV19836,0.74,2026-05-07 14:55:27
OBS008837,ANPR,PERSON,P01767,L00766,2025-07-01 16:33:52,Source ANPR recorded Nandini Deshmukh at Station 174 around 16:33.,,Synthetic_Intelligence_Feed,Officer,EV19837,0.95,2026-02-22 17:53:55
OBS008838,FIELD_OBSERVATION,PERSON,P00443,L02337,2025-12-20 19:03:13,Source FIELD_OBSERVATION recorded Mohit Verma at Junction 305 around 19:03.,,Synthetic_Intelligence_Feed,Analyst,EV19838,0.89,2025-08-24 08:07:26
OBS008839,CCTV,PHONE,PH03155,L00119,2026-02-06 13:03:36,Phone 918****317 was observed near Road 201 in Dewas.,,CCTV_Network,Patrol_Unit,EV19839,0.94,2026-06-05 19:35:48
OBS008840,SURVEILLANCE,PHONE,PH02436,L02455,2025-08-17 01:26:46,An observation associated 914****910 with the area around Market 750; corroboration is required.,,CCTV_Network,Patrol_Unit,EV19840,0.95,2026-09-06 01:38:25
OBS008841,PATROL,ACCOUNT,A00421,L00814,2025-05-29 20:25:11,An observation associated ACCT****5028 with the area around Station 752; corroboration is required.,,Field_Log,Analyst,EV19841,0.82,2026-01-04 11:42:34
